date,category,name,price,source,price_clean
2025-02-26,acucar,Açúcar Refinado União 1kg,"R$ 4,99",https://mercado.carrefour.com.br/busca/acucar,4.99
2025-02-26,acucar,Açúcar Refinado Carrefour 1kg,"R$ 5,09",https://mercado.carrefour.com.br/busca/acucar,5.09
2025-02-26,acucar,Açúcar Demerara Orgânico Carrefour Bio 1 Kg,"R$ 8,99",https://mercado.carrefour.com.br/busca/acucar,8.99
2025-02-26,acucar,Açúcar Demerara Orgânico Native 1Kg,"R$ 10,39",https://mercado.carrefour.com.br/busca/acucar,10.39
2025-02-26,acucar,Açúcar Refinado Da Barra 1Kg,"R$ 4,59",https://mercado.carrefour.com.br/busca/acucar,4.59
2025-02-26,acucar,Açúcar Demerara União Naturale 1kg,"R$ 8,19",https://mercado.carrefour.com.br/busca/acucar,8.19
2025-02-26,acucar,Açúcar Cristal Carrefour 1 kg,"R$ 4,99",https://mercado.carrefour.com.br/busca/acucar,4.99
2025-02-26,acucar,Açúcar Refinado União Doçúcar 1Kg,"R$ 7,29",https://mercado.carrefour.com.br/busca/acucar,7.29
2025-02-26,acucar,Açúcar Cristal Orgânico Carrefour Bio 1 Kg,"R$ 8,99",https://mercado.carrefour.com.br/busca/acucar,8.99
2025-02-26,acucar,Açúcar Demerara Orgânico Itajá 1Kg,"R$ 7,49",https://mercado.carrefour.com.br/busca/acucar,7.49
2025-02-26,acucar,Açúcar Mascavo Orgânico Carrefour Bio 400 g,"R$ 16,09",https://mercado.carrefour.com.br/busca/acucar,16.09
2025-02-26,arroz,Arroz Agulhinha Tipo 1 Fantástico 100% Nobres 5 kg,"R$ 29,99",https://mercado.carrefour.com.br/busca/arroz,29.99
2025-02-26,arroz,Arroz Branco Prato Fino Tipo 1 - 5kg,"R$ 36,09",https://mercado.carrefour.com.br/busca/arroz,36.09
2025-02-26,arroz,Arroz Branco Carrefour Classic Olimpíadas 5Kg,"R$ 25,99",https://mercado.carrefour.com.br/busca/arroz,25.99
2025-02-26,arroz,Arroz Branco Longo-fino Tipo 1 Tio João 1 Kg,"R$ 7,59",https://mercado.carrefour.com.br/busca/arroz,7.59
2025-02-26,arroz,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 5Kg,"R$ 29,99",https://mercado.carrefour.com.br/busca/arroz,29.99
2025-02-26,arroz,Arroz Branco Longo-fino Tipo 1 Tio João 5 Kg,"R$ 36,09",https://mercado.carrefour.com.br/busca/arroz,36.09
2025-02-26,arroz,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/arroz,6.99
2025-02-26,arroz,Arroz Branco Tipo 1 Saboroso 5Kg,"R$ 27,55",https://mercado.carrefour.com.br/busca/arroz,27.55
2025-02-26,arroz,Arroz Branco Carrefour Classic Olimpíadas 1Kg,"R$ 4,29",https://mercado.carrefour.com.br/busca/arroz,4.29
2025-02-26,arroz,Arroz Tipo 1 Biju 5 Kg,"R$ 30,89",https://mercado.carrefour.com.br/busca/arroz,30.89
2025-02-26,arroz,Arroz Branco Longo-fino Tipo 1 Tio João 2Kg,"R$ 15,19",https://mercado.carrefour.com.br/busca/arroz,15.19
2025-02-26,arroz,Arroz Integral Longo-fino Tipo 1 Tio João 1 Kg,"R$ 8,78",https://mercado.carrefour.com.br/busca/arroz,8.78
2025-02-26,arroz,Arroz Tipo 1 Prato Fino 2 Kg,"R$ 13,99",https://mercado.carrefour.com.br/busca/arroz,13.99
2025-02-26,arroz,Arroz Parboilizado Longo Fino Tipo 1 Carrefour 1Kg,"R$ 5,29",https://mercado.carrefour.com.br/busca/arroz,5.29
2025-02-26,farinha,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69
2025-02-26,farinha,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99
2025-02-26,farinha,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59
2025-02-26,farinha,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89
2025-02-26,farinha,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49
2025-02-26,farinha,Farinha de Aveia Integral Quaker 165g,"R$ 5,39",https://mercado.carrefour.com.br/busca/farinha,5.39
2025-02-26,farinha,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09
2025-02-26,farinha,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29
2025-02-26,farinha,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09
2025-02-26,farinha,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99
2025-02-26,farinha,Goma de Tapioca Tradicional da Terrinha 500g,"R$ 7,29",https://mercado.carrefour.com.br/busca/farinha,7.29
2025-02-26,farinha,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49
2025-02-26,farinha,Farinha de Mandioca em Flocos Biju Kodilar 500 g,"R$ 6,29",https://mercado.carrefour.com.br/busca/farinha,6.29
2025-02-26,farinha,Cereal Infantil Mucilon Arroz e Aveia 400g,"R$ 21,25",https://mercado.carrefour.com.br/busca/farinha,21.25
2025-02-26,farinha,Cereal Infantil Mucilon Milho 400g,"R$ 21,00",https://mercado.carrefour.com.br/busca/farinha,21.0
2025-02-26,farinha,Farinha de Milho Flocão Yoki Kimilho 500g,"R$ 5,39",https://mercado.carrefour.com.br/busca/farinha,5.39
2025-02-26,farinha,Farinha Trigo Carrefour Classic Pp 1kg,"R$ 2,89",https://mercado.carrefour.com.br/busca/farinha,2.89
2025-02-26,feijao,Feijao Branco Carrefour 500 g,"R$ 7,55",https://mercado.carrefour.com.br/busca/feijao,7.55
2025-02-26,feijao,Feijão Carioca Tipo 1 Pantera 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/feijao,6.99
2025-02-26,feijao,"Feijão Carioca Tipo 1, Saboroso 1kg","R$ 5,69",https://mercado.carrefour.com.br/busca/feijao,5.69
2025-02-26,feijao,Feijão Carioca Tipo 1 Kicaldo 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/feijao,6.99
2025-02-26,feijao,Feijão Carioca Tipo 1 Camil Todo Dia 1 Kg,"R$ 6,29",https://mercado.carrefour.com.br/busca/feijao,6.29
2025-02-26,feijao,Feijão Carioca Tipo 1 5 Estrelas 1 Kg,"R$ 4,49",https://mercado.carrefour.com.br/busca/feijao,4.49
2025-02-26,feijao,Feijão Preto Tipo 1 Kicaldo 1Kg,"R$ 6,49",https://mercado.carrefour.com.br/busca/feijao,6.49
2025-02-26,feijao,Feijão Preto Carrefour Classic Olimpiadas 1kg,"R$ 7,35",https://mercado.carrefour.com.br/busca/feijao,7.35
2025-02-26,feijao,Feijão Preto Tipo 1 Camil Todo Dia 1 Kg,"R$ 7,99",https://mercado.carrefour.com.br/busca/feijao,7.99
2025-02-26,feijao,Feijão Preto Carrefour 1 Kg,"R$ 7,49",https://mercado.carrefour.com.br/busca/feijao,7.49
2025-02-26,feijao,Feijão Solito Carioca Tipo 1 1Kg,"R$ 5,85",https://mercado.carrefour.com.br/busca/feijao,5.85
2025-02-26,feijao,Feijão Carioca Tipo 1 Broto Legal 1 Kg,"R$ 7,79",https://mercado.carrefour.com.br/busca/feijao,7.79
2025-02-26,feijao,Feijão Carioca Tipo 1 Super Máximo 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/feijao,6.99
2025-02-26,leite,"Achocolatado em Pó NESCAU 1,02kg","R$ 25,65",https://mercado.carrefour.com.br/busca/leite,25.65
2025-02-26,leite,Leite Desnatado Piracanjuba 1 Litro,"R$ 4,38",https://mercado.carrefour.com.br/busca/leite,4.38
2025-02-26,leite,Leite UHT Integral Carrefour Classic 1L,"R$ 4,59",https://mercado.carrefour.com.br/busca/leite,4.59
2025-02-26,leite,Leite UHT Desnatado Carrefour Classic 1L,"R$ 4,59",https://mercado.carrefour.com.br/busca/leite,4.59
2025-02-26,leite,Leite UHT Tipo A2A2 Semidesnatado Zero Lactose Piracanjuba 1L,"R$ 6,89",https://mercado.carrefour.com.br/busca/leite,6.89
2025-02-26,leite,Leite Integral Lider 1 L,"R$ 4,69",https://mercado.carrefour.com.br/busca/leite,4.69
2025-02-26,leite,Leite Integral UHT Italac 1 Litro,"R$ 4,79",https://mercado.carrefour.com.br/busca/leite,4.79
2025-02-26,leite,Leite Integral Piracanjuba 1 Litro,"R$ 4,79",https://mercado.carrefour.com.br/busca/leite,4.79
2025-02-26,leite,Leite Semidesnatado UHT Goiasminas Italac 1 Litro,"R$ 4,79",https://mercado.carrefour.com.br/busca/leite,4.79
2025-02-26,leite,Leite Semidesnatado UHT Ninho Levinho Vitaminado 1 L,"R$ 5,79",https://mercado.carrefour.com.br/busca/leite,5.79
2025-02-26,leite,Leite Desnatado UHT Molico 1 L,"R$ 5,79",https://mercado.carrefour.com.br/busca/leite,5.79
2025-02-26,leite,Leite Integral UHT Ninho Forti+ Vitaminado 1 L,"R$ 5,79",https://mercado.carrefour.com.br/busca/leite,5.79
2025-02-26,macarrao,Macarrão Espaguete Renata com Ovos Nº 8 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão Parafuso Renata com Ovos 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão Espaguete Renata com Ovos Nº 9 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão Ave Maria Renata com Ovos 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão Penne Renata com Ovos 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão de Milho e Arroz Pena Renata sem Glúten 500g,"R$ 9,28",https://mercado.carrefour.com.br/busca/macarrao,9.28
2025-02-26,macarrao,Macarrão Fidelinho Renata com Ovos Nº 10 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão Instantâneo Yakissoba Legumes com Molho Oriental Nissin U.F.O. 95g,"R$ 5,99",https://mercado.carrefour.com.br/busca/macarrao,5.99
2025-02-26,macarrao,Macarrão de Milho e Arroz Espaguete 8 Renata sem Glúten 500g,"R$ 9,28",https://mercado.carrefour.com.br/busca/macarrao,9.28
2025-02-26,macarrao,Macarrão de Sêmola com Ovos Renata Parafusinho 500 g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão Furadinho Renata com Ovos Nº 5 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-26,macarrao,Macarrão Penne com Manjericão ao Molho Sugo Carrefour 350g  - Nova Receita e Pronto em 7 Minutos,"R$ 9,98",https://mercado.carrefour.com.br/busca/macarrao,9.98
2025-02-26,macarrao,Macarrão de Sêmola com Ovos Espaguete 8 Adria 500g,"R$ 4,09",https://mercado.carrefour.com.br/busca/macarrao,4.09
2025-02-26,macarrao,Macarrão Instantâneo Nissin Sabor Galinha Caipira 85g,"R$ 3,09",https://mercado.carrefour.com.br/busca/macarrao,3.09
2025-02-26,sal,Sal Refinado Carrefour 1Kg,"R$ 1,89",https://mercado.carrefour.com.br/busca/sal,1.89
2025-02-26,sal,Sal Refinado Iodado Branco Lebre 1Kg,"R$ 2,39",https://mercado.carrefour.com.br/busca/sal,2.39
2025-02-26,sal,Sal Refinado Globo 1 kg,"R$ 2,39",https://mercado.carrefour.com.br/busca/sal,2.39
2025-02-26,sal,Sal Iodado Branco Light Lebre 500g,"R$ 10,19",https://mercado.carrefour.com.br/busca/sal,10.19
2025-02-26,sal,Sal Marinho Refinado Globo 1 kg,"R$ 7,49",https://mercado.carrefour.com.br/busca/sal,7.49
2025-02-26,sal,Sal de Parrilla Triturado Kitano Churrasquear 500g,"R$ 13,25",https://mercado.carrefour.com.br/busca/sal,13.25
2025-02-26,sal,Sal de Parrilla com Pimenta Kitano Churrasquear 480g,"R$ 20,48",https://mercado.carrefour.com.br/busca/sal,20.48
2025-02-26,sal,Sal Grosso Carrefour 1Kg,"R$ 2,19",https://mercado.carrefour.com.br/busca/sal,2.19
2025-02-26,sal,Sal Marinho Branco Jasmine Atlantis 1Kg,"R$ 8,89",https://mercado.carrefour.com.br/busca/sal,8.89
2025-02-26,sal,Sal Rosa do Himalaia Fino Bombay Herbs & Spices 500g,"R$ 9,89",https://mercado.carrefour.com.br/busca/sal,9.89
2025-02-26,sal,Sal Grosso Iodado Branco Lebre 1Kg,"R$ 3,15",https://mercado.carrefour.com.br/busca/sal,3.15
2025-02-26,sal,Sal Grosso Grill Globo 1 kg,"R$ 2,39",https://mercado.carrefour.com.br/busca/sal,2.39
2025-02-26,sal,Sal Refinado Branco Tradicional Aji-Sal 250g,"R$ 6,99",https://mercado.carrefour.com.br/busca/sal,6.99
2025-02-26,sal,Sal do Himalaia Fino em Pó Sol dos Andes 200 g,"R$ 9,99",https://mercado.carrefour.com.br/busca/sal,9.99
date,category,name,price,source,price_clean
2025-02-27,acucar,Açúcar Refinado União 1kg,"R$ 4,99",https://mercado.carrefour.com.br/busca/acucar,4.99
2025-02-27,acucar,Açúcar Refinado Carrefour 1kg,"R$ 5,09",https://mercado.carrefour.com.br/busca/acucar,5.09
2025-02-27,acucar,Açúcar Demerara Orgânico Carrefour Bio 1 Kg,"R$ 8,99",https://mercado.carrefour.com.br/busca/acucar,8.99
2025-02-27,acucar,Açúcar Demerara Orgânico Native 1Kg,"R$ 10,39",https://mercado.carrefour.com.br/busca/acucar,10.39
2025-02-27,acucar,Açúcar Refinado Da Barra 1Kg,"R$ 4,59",https://mercado.carrefour.com.br/busca/acucar,4.59
2025-02-27,acucar,Açúcar Demerara União Naturale 1kg,"R$ 8,19",https://mercado.carrefour.com.br/busca/acucar,8.19
2025-02-27,acucar,Açúcar Cristal Carrefour 1 kg,"R$ 4,99",https://mercado.carrefour.com.br/busca/acucar,4.99
2025-02-27,acucar,Açúcar Refinado União Doçúcar 1Kg,"R$ 7,29",https://mercado.carrefour.com.br/busca/acucar,7.29
2025-02-27,acucar,Açúcar Cristal Orgânico Carrefour Bio 1 Kg,"R$ 8,99",https://mercado.carrefour.com.br/busca/acucar,8.99
2025-02-27,acucar,Açúcar Demerara Orgânico Itajá 1Kg,"R$ 7,49",https://mercado.carrefour.com.br/busca/acucar,7.49
2025-02-27,acucar,Açúcar Mascavo Orgânico Carrefour Bio 400 g,"R$ 16,09",https://mercado.carrefour.com.br/busca/acucar,16.09
2025-02-27,arroz,Arroz Agulhinha Tipo 1 Fantástico 100% Nobres 5 kg,"R$ 29,99",https://mercado.carrefour.com.br/busca/arroz,29.99
2025-02-27,arroz,Arroz Branco Prato Fino Tipo 1 - 5kg,"R$ 36,09",https://mercado.carrefour.com.br/busca/arroz,36.09
2025-02-27,arroz,Arroz Branco Carrefour Classic Olimpíadas 5Kg,"R$ 25,99",https://mercado.carrefour.com.br/busca/arroz,25.99
2025-02-27,arroz,Arroz Branco Longo-fino Tipo 1 Tio João 1 Kg,"R$ 7,59",https://mercado.carrefour.com.br/busca/arroz,7.59
2025-02-27,arroz,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 5Kg,"R$ 29,99",https://mercado.carrefour.com.br/busca/arroz,29.99
2025-02-27,arroz,Arroz Branco Longo-fino Tipo 1 Tio João 5 Kg,"R$ 36,09",https://mercado.carrefour.com.br/busca/arroz,36.09
2025-02-27,arroz,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/arroz,6.99
2025-02-27,arroz,Arroz Branco Tipo 1 Saboroso 5Kg,"R$ 27,55",https://mercado.carrefour.com.br/busca/arroz,27.55
2025-02-27,arroz,Arroz Branco Carrefour Classic Olimpíadas 1Kg,"R$ 4,29",https://mercado.carrefour.com.br/busca/arroz,4.29
2025-02-27,arroz,Arroz Tipo 1 Biju 5 Kg,"R$ 30,89",https://mercado.carrefour.com.br/busca/arroz,30.89
2025-02-27,arroz,Arroz Branco Longo-fino Tipo 1 Tio João 2Kg,"R$ 15,19",https://mercado.carrefour.com.br/busca/arroz,15.19
2025-02-27,arroz,Arroz Integral Longo-fino Tipo 1 Tio João 1 Kg,"R$ 8,78",https://mercado.carrefour.com.br/busca/arroz,8.78
2025-02-27,arroz,Arroz Tipo 1 Prato Fino 2 Kg,"R$ 13,99",https://mercado.carrefour.com.br/busca/arroz,13.99
2025-02-27,arroz,Arroz Parboilizado Longo Fino Tipo 1 Carrefour 1Kg,"R$ 5,29",https://mercado.carrefour.com.br/busca/arroz,5.29
2025-02-27,farinha,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69
2025-02-27,farinha,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99
2025-02-27,farinha,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59
2025-02-27,farinha,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89
2025-02-27,farinha,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49
2025-02-27,farinha,Farinha de Aveia Integral Quaker 165g,"R$ 5,39",https://mercado.carrefour.com.br/busca/farinha,5.39
2025-02-27,farinha,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09
2025-02-27,farinha,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29
2025-02-27,farinha,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09
2025-02-27,farinha,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99
2025-02-27,farinha,Goma de Tapioca Tradicional da Terrinha 500g,"R$ 7,29",https://mercado.carrefour.com.br/busca/farinha,7.29
2025-02-27,farinha,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49
2025-02-27,farinha,Farinha de Mandioca em Flocos Biju Kodilar 500 g,"R$ 6,29",https://mercado.carrefour.com.br/busca/farinha,6.29
2025-02-27,farinha,Cereal Infantil Mucilon Arroz e Aveia 400g,"R$ 21,25",https://mercado.carrefour.com.br/busca/farinha,21.25
2025-02-27,farinha,Cereal Infantil Mucilon Milho 400g,"R$ 21,00",https://mercado.carrefour.com.br/busca/farinha,21.0
2025-02-27,farinha,Farinha de Milho Flocão Yoki Kimilho 500g,"R$ 5,39",https://mercado.carrefour.com.br/busca/farinha,5.39
2025-02-27,farinha,Farinha Trigo Carrefour Classic Pp 1kg,"R$ 2,89",https://mercado.carrefour.com.br/busca/farinha,2.89
2025-02-27,feijao,Feijao Branco Carrefour 500 g,"R$ 7,55",https://mercado.carrefour.com.br/busca/feijao,7.55
2025-02-27,feijao,Feijão Carioca Tipo 1 Pantera 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/feijao,6.99
2025-02-27,feijao,"Feijão Carioca Tipo 1, Saboroso 1kg","R$ 5,69",https://mercado.carrefour.com.br/busca/feijao,5.69
2025-02-27,feijao,Feijão Carioca Tipo 1 Kicaldo 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/feijao,6.99
2025-02-27,feijao,Feijão Carioca Tipo 1 Camil Todo Dia 1 Kg,"R$ 6,29",https://mercado.carrefour.com.br/busca/feijao,6.29
2025-02-27,feijao,Feijão Carioca Tipo 1 5 Estrelas 1 Kg,"R$ 4,49",https://mercado.carrefour.com.br/busca/feijao,4.49
2025-02-27,feijao,Feijão Preto Tipo 1 Kicaldo 1Kg,"R$ 6,49",https://mercado.carrefour.com.br/busca/feijao,6.49
2025-02-27,feijao,Feijão Preto Carrefour Classic Olimpiadas 1kg,"R$ 7,35",https://mercado.carrefour.com.br/busca/feijao,7.35
2025-02-27,feijao,Feijão Preto Tipo 1 Camil Todo Dia 1 Kg,"R$ 7,99",https://mercado.carrefour.com.br/busca/feijao,7.99
2025-02-27,feijao,Feijão Preto Carrefour 1 Kg,"R$ 7,49",https://mercado.carrefour.com.br/busca/feijao,7.49
2025-02-27,feijao,Feijão Solito Carioca Tipo 1 1Kg,"R$ 5,85",https://mercado.carrefour.com.br/busca/feijao,5.85
2025-02-27,feijao,Feijão Carioca Tipo 1 Broto Legal 1 Kg,"R$ 7,79",https://mercado.carrefour.com.br/busca/feijao,7.79
2025-02-27,feijao,Feijão Carioca Tipo 1 Super Máximo 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/feijao,6.99
2025-02-27,leite,"Achocolatado em Pó NESCAU 1,02kg","R$ 25,65",https://mercado.carrefour.com.br/busca/leite,25.65
2025-02-27,leite,Leite Desnatado Piracanjuba 1 Litro,"R$ 4,38",https://mercado.carrefour.com.br/busca/leite,4.38
2025-02-27,leite,Leite UHT Integral Carrefour Classic 1L,"R$ 4,59",https://mercado.carrefour.com.br/busca/leite,4.59
2025-02-27,leite,Leite UHT Desnatado Carrefour Classic 1L,"R$ 4,59",https://mercado.carrefour.com.br/busca/leite,4.59
2025-02-27,leite,Leite UHT Tipo A2A2 Semidesnatado Zero Lactose Piracanjuba 1L,"R$ 6,89",https://mercado.carrefour.com.br/busca/leite,6.89
2025-02-27,leite,Leite Integral Lider 1 L,"R$ 4,69",https://mercado.carrefour.com.br/busca/leite,4.69
2025-02-27,leite,Leite Integral UHT Italac 1 Litro,"R$ 4,79",https://mercado.carrefour.com.br/busca/leite,4.79
2025-02-27,leite,Leite Integral Piracanjuba 1 Litro,"R$ 4,79",https://mercado.carrefour.com.br/busca/leite,4.79
2025-02-27,leite,Leite Semidesnatado UHT Goiasminas Italac 1 Litro,"R$ 4,79",https://mercado.carrefour.com.br/busca/leite,4.79
2025-02-27,leite,Leite Semidesnatado UHT Ninho Levinho Vitaminado 1 L,"R$ 5,79",https://mercado.carrefour.com.br/busca/leite,5.79
2025-02-27,leite,Leite Desnatado UHT Molico 1 L,"R$ 5,79",https://mercado.carrefour.com.br/busca/leite,5.79
2025-02-27,leite,Leite Integral UHT Ninho Forti+ Vitaminado 1 L,"R$ 5,79",https://mercado.carrefour.com.br/busca/leite,5.79
2025-02-27,macarrao,Macarrão Espaguete Renata com Ovos Nº 8 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão Parafuso Renata com Ovos 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão Espaguete Renata com Ovos Nº 9 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão Ave Maria Renata com Ovos 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão Penne Renata com Ovos 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão de Milho e Arroz Pena Renata sem Glúten 500g,"R$ 9,28",https://mercado.carrefour.com.br/busca/macarrao,9.28
2025-02-27,macarrao,Macarrão Fidelinho Renata com Ovos Nº 10 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão Instantâneo Yakissoba Legumes com Molho Oriental Nissin U.F.O. 95g,"R$ 5,99",https://mercado.carrefour.com.br/busca/macarrao,5.99
2025-02-27,macarrao,Macarrão de Milho e Arroz Espaguete 8 Renata sem Glúten 500g,"R$ 9,28",https://mercado.carrefour.com.br/busca/macarrao,9.28
2025-02-27,macarrao,Macarrão de Sêmola com Ovos Renata Parafusinho 500 g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão Furadinho Renata com Ovos Nº 5 500g,"R$ 3,59",https://mercado.carrefour.com.br/busca/macarrao,3.59
2025-02-27,macarrao,Macarrão Penne com Manjericão ao Molho Sugo Carrefour 350g  - Nova Receita e Pronto em 7 Minutos,"R$ 9,98",https://mercado.carrefour.com.br/busca/macarrao,9.98
2025-02-27,macarrao,Macarrão de Sêmola com Ovos Espaguete 8 Adria 500g,"R$ 4,09",https://mercado.carrefour.com.br/busca/macarrao,4.09
2025-02-27,macarrao,Macarrão Instantâneo Nissin Sabor Galinha Caipira 85g,"R$ 3,09",https://mercado.carrefour.com.br/busca/macarrao,3.09
2025-02-27,sal,Sal Refinado Carrefour 1Kg,"R$ 1,89",https://mercado.carrefour.com.br/busca/sal,1.89
2025-02-27,sal,Sal Refinado Iodado Branco Lebre 1Kg,"R$ 2,39",https://mercado.carrefour.com.br/busca/sal,2.39
2025-02-27,sal,Sal Refinado Globo 1 kg,"R$ 2,39",https://mercado.carrefour.com.br/busca/sal,2.39
2025-02-27,sal,Sal Iodado Branco Light Lebre 500g,"R$ 10,19",https://mercado.carrefour.com.br/busca/sal,10.19
2025-02-27,sal,Sal Marinho Refinado Globo 1 kg,"R$ 7,49",https://mercado.carrefour.com.br/busca/sal,7.49
2025-02-27,sal,Sal de Parrilla Triturado Kitano Churrasquear 500g,"R$ 13,25",https://mercado.carrefour.com.br/busca/sal,13.25
2025-02-27,sal,Sal de Parrilla com Pimenta Kitano Churrasquear 480g,"R$ 20,48",https://mercado.carrefour.com.br/busca/sal,20.48
2025-02-27,sal,Sal Grosso Carrefour 1Kg,"R$ 2,19",https://mercado.carrefour.com.br/busca/sal,2.19
2025-02-27,sal,Sal Marinho Branco Jasmine Atlantis 1Kg,"R$ 8,89",https://mercado.carrefour.com.br/busca/sal,8.89
2025-02-27,sal,Sal Rosa do Himalaia Fino Bombay Herbs & Spices 500g,"R$ 9,89",https://mercado.carrefour.com.br/busca/sal,9.89
2025-02-27,sal,Sal Grosso Iodado Branco Lebre 1Kg,"R$ 3,15",https://mercado.carrefour.com.br/busca/sal,3.15
2025-02-27,sal,Sal Grosso Grill Globo 1 kg,"R$ 2,39",https://mercado.carrefour.com.br/busca/sal,2.39
2025-02-27,sal,Sal Refinado Branco Tradicional Aji-Sal 250g,"R$ 6,99",https://mercado.carrefour.com.br/busca/sal,6.99
2025-02-27,sal,Sal do Himalaia Fino em Pó Sol dos Andes 200 g,"R$ 9,99",https://mercado.carrefour.com.br/busca/sal,9.99
